"rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","task","item_id","condition","segment_text","segment_index","segment_role","is_critical","list","correct_answer","question_text","participant_answer","correct"
"590","<p class=""segment-display"">with a small party</p>"," ","html-keyboard-response","352","2.1.0","632065","reading","f22","filler","with a small party","5","other","false","2","","","",""
"480","<p class=""segment-display"">in the office kitchen.</p>"," ","html-keyboard-response","353","2.1.0","632545","reading","f22","filler","in the office kitchen.","6","other","false","2","","","",""
"612","<p class=""segment-display"">The flight was delayed</p>"," ","html-keyboard-response","354","2.1.0","633157","reading","f10","filler","The flight was delayed","0","other","false","2","","","",""
"524","<p class=""segment-display"">by two hours</p>"," ","html-keyboard-response","355","2.1.0","633681","reading","f10","filler","by two hours","1","other","false","2","","","",""
"492","<p class=""segment-display"">due to bad weather.</p>"," ","html-keyboard-response","356","2.1.0","634174","reading","f10","filler","due to bad weather.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","357","2.1.0","635175","sentence_break","f10","","","","","","","","","",""
"318","<p class=""segment-display"">The passengers waited patiently</p>"," ","html-keyboard-response","358","2.1.0","635493","reading","f10","filler","The passengers waited patiently","4","other","false","2","","","",""
"668","<p class=""segment-display"">in the departure lounge</p>"," ","html-keyboard-response","359","2.1.0","636161","reading","f10","filler","in the departure lounge","5","other","false","2","","","",""
"622","<p class=""segment-display"">reading books and magazines.</p>"," ","html-keyboard-response","360","2.1.0","636783","reading","f10","filler","reading books and magazines.","6","other","false","2","","","",""
"683","<p class=""segment-display"">The department head wanted to know</p>"," ","html-keyboard-response","361","2.1.0","637467","reading","14","upper_bound_some","The department head wanted to know","0","other","true","2","","","",""
"743","<p class=""segment-display"">whether the professor had graded</p>"," ","html-keyboard-response","362","2.1.0","638211","reading","14","upper_bound_some","whether the professor had graded","1","other","true","2","","","",""
"585","<p class=""segment-display"">all the essays</p>"," ","html-keyboard-response","363","2.1.0","638796","reading","14","upper_bound_some","all the essays","2","other","true","2","","","",""
"575","<p class=""segment-display"">from the final exam.</p>"," ","html-keyboard-response","364","2.1.0","639372","reading","14","upper_bound_some","from the final exam.","3","other","true","2","","","",""
"null","","null","html-keyboard-response","365","2.1.0","640373","sentence_break","14","","","","","","","","","",""
"356","<p class=""segment-display"">The professor replied</p>"," ","html-keyboard-response","366","2.1.0","640729","reading","14","upper_bound_some","The professor replied","5","other","true","2","","","",""
"509","<p class=""segment-display"">that he had graded</p>"," ","html-keyboard-response","367","2.1.0","641238","reading","14","upper_bound_some","that he had graded","6","other","true","2","","","",""
"533","<p class=""segment-display"">some of the essays.</p>"," ","html-keyboard-response","368","2.1.0","641772","reading","14","upper_bound_some","some of the essays.","7","trigger","true","2","","","",""
"null","","null","html-keyboard-response","369","2.1.0","642773","sentence_break","14","","","","","","","","","",""
"415","<p class=""segment-display"">The others</p>"," ","html-keyboard-response","370","2.1.0","643189","reading","14","upper_bound_some","The others","9","target","true","2","","","",""
"552","<p class=""segment-display"">required more careful attention</p>"," ","html-keyboard-response","371","2.1.0","643741","reading","14","upper_bound_some","required more careful attention","10","post_target","true","2","","","",""
"535","<p class=""segment-display"">and would take extra time.</p>"," ","html-keyboard-response","372","2.1.0","644276","reading","14","upper_bound_some","and would take extra time.","11","other","true","2","","","",""
"594","<p class=""segment-display"">The electrician arrived</p>"," ","html-keyboard-response","373","2.1.0","644871","reading","f17","filler","The electrician arrived","0","other","false","2","","","",""
"681","<p class=""segment-display"">at the house early in the morning</p>"," ","html-keyboard-response","374","2.1.0","645553","reading","f17","filler","at the house early in the morning","1","other","false","2","","","",""
"696","<p class=""segment-display"">to fix the wiring.</p>"," ","html-keyboard-response","375","2.1.0","646250","reading","f17","filler","to fix the wiring.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","376","2.1.0","647252","sentence_break","f17","","","","","","","","","",""
"383","<p class=""segment-display"">He worked steadily</p>"," ","html-keyboard-response","377","2.1.0","647635","reading","f17","filler","He worked steadily","4","other","false","2","","","",""
"577","<p class=""segment-display"">throughout the day</p>"," ","html-keyboard-response","378","2.1.0","648212","reading","f17","filler","throughout the day","5","other","false","2","","","",""
"840","<p class=""segment-display"">and finished by late afternoon.</p>"," ","html-keyboard-response","379","2.1.0","649053","reading","f17","filler","and finished by late afternoon.","6","other","false","2","","","",""
"1371","<p class=""segment-display"">The manager called a meeting</p>"," ","html-keyboard-response","380","2.1.0","650424","reading","f3","filler","The manager called a meeting","0","other","false","2","","","",""
"638","<p class=""segment-display"">to discuss the quarterly results.</p>"," ","html-keyboard-response","381","2.1.0","651062","reading","f3","filler","to discuss the quarterly results.","1","other","false","2","","","",""
"null","","null","html-keyboard-response","382","2.1.0","652064","sentence_break","f3","","","","","","","","","",""
"423","<p class=""segment-display"">The sales team</p>"," ","html-keyboard-response","383","2.1.0","652487","reading","f3","filler","The sales team","3","other","false","2","","","",""
"457","<p class=""segment-display"">had exceeded their targets</p>"," ","html-keyboard-response","384","2.1.0","652944","reading","f3","filler","had exceeded their targets","4","other","false","2","","","",""
"524","<p class=""segment-display"">by a significant margin.</p>"," ","html-keyboard-response","385","2.1.0","653469","reading","f3","filler","by a significant margin.","5","other","false","2","","","",""
"2132","
        <div class=""comprehension-question"">
          <p>Did the sales team exceed their targets?</p>
          <p style=""font-size: 16px; color: #666;""><strong>F</strong> = Yes &nbsp;&nbsp;&nbsp; <strong>J</strong> = No</p>
        </div>
      ","f","html-keyboard-response","386","2.1.0","655601","comprehension","f3","","","","","","","yes","Did the sales team exceed their targets?","yes","true"
"444","<p class=""segment-display"">The director was anxious to find out</p>"," ","html-keyboard-response","387","2.1.0","656045","reading","17","upper_bound_some","The director was anxious to find out","0","other","true","2","","","",""
"598","<p class=""segment-display"">whether his assistant had reviewed</p>"," ","html-keyboard-response","388","2.1.0","656643","reading","17","upper_bound_some","whether his assistant had reviewed","1","other","true","2","","","",""
"458","<p class=""segment-display"">all the financial reports</p>"," ","html-keyboard-response","389","2.1.0","657102","reading","17","upper_bound_some","all the financial reports","2","other","true","2","","","",""
"535","<p class=""segment-display"">before the board meeting.</p>"," ","html-keyboard-response","390","2.1.0","657637","reading","17","upper_bound_some","before the board meeting.","3","other","true","2","","","",""
"null","","null","html-keyboard-response","391","2.1.0","658640","sentence_break","17","","","","","","","","","",""
"348","<p class=""segment-display"">The assistant replied</p>"," ","html-keyboard-response","392","2.1.0","658988","reading","17","upper_bound_some","The assistant replied","5","other","true","2","","","",""
"446","<p class=""segment-display"">that she had reviewed</p>"," ","html-keyboard-response","393","2.1.0","659435","reading","17","upper_bound_some","that she had reviewed","6","other","true","2","","","",""
"453","<p class=""segment-display"">some of the reports.</p>"," ","html-keyboard-response","394","2.1.0","659888","reading","17","upper_bound_some","some of the reports.","7","trigger","true","2","","","",""
"null","","null","html-keyboard-response","395","2.1.0","660889","sentence_break","17","","","","","","","","","",""
"424","<p class=""segment-display"">The rest</p>"," ","html-keyboard-response","396","2.1.0","661313","reading","17","upper_bound_some","The rest","9","target","true","2","","","",""
"644","<p class=""segment-display"">contained complex data</p>"," ","html-keyboard-response","397","2.1.0","661958","reading","17","upper_bound_some","contained complex data","10","post_target","true","2","","","",""
"770","<p class=""segment-display"">that needed further analysis.</p>"," ","html-keyboard-response","398","2.1.0","662728","reading","17","upper_bound_some","that needed further analysis.","11","other","true","2","","","",""
"711","<p class=""segment-display"">The volunteers cleaned up</p>"," ","html-keyboard-response","399","2.1.0","663439","reading","f33","filler","The volunteers cleaned up","0","other","false","2","","","",""
"691","<p class=""segment-display"">the beach after the storm</p>"," ","html-keyboard-response","400","2.1.0","664131","reading","f33","filler","the beach after the storm","1","other","false","2","","","",""
"573","<p class=""segment-display"">picking up debris and litter.</p>"," ","html-keyboard-response","401","2.1.0","664704","reading","f33","filler","picking up debris and litter.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","402","2.1.0","665706","sentence_break","f33","","","","","","","","","",""
"561","<p class=""segment-display"">By the end of the day</p>"," ","html-keyboard-response","403","2.1.0","666268","reading","f33","filler","By the end of the day","4","other","false","2","","","",""
"530","<p class=""segment-display"">the shoreline looked</p>"," ","html-keyboard-response","404","2.1.0","666798","reading","f33","filler","the shoreline looked","5","other","false","2","","","",""
"480","<p class=""segment-display"">much better than before.</p>"," ","html-keyboard-response","405","2.1.0","667278","reading","f33","filler","much better than before.","6","other","false","2","","","",""
"565","<p class=""segment-display"">John asked his wife</p>"," ","html-keyboard-response","406","2.1.0","667843","reading","8","upper_bound_some","John asked his wife","0","other","true","2","","","",""
"466","<p class=""segment-display"">whether she had planted</p>"," ","html-keyboard-response","407","2.1.0","668310","reading","8","upper_bound_some","whether she had planted","1","other","true","2","","","",""
"468","<p class=""segment-display"">all the flowers</p>"," ","html-keyboard-response","408","2.1.0","668779","reading","8","upper_bound_some","all the flowers","2","other","true","2","","","",""
"604","<p class=""segment-display"">she had bought at the market.</p>"," ","html-keyboard-response","409","2.1.0","669383","reading","8","upper_bound_some","she had bought at the market.","3","other","true","2","","","",""
"null","","null","html-keyboard-response","410","2.1.0","670386","sentence_break","8","","","","","","","","","",""
"416","<p class=""segment-display"">She replied</p>"," ","html-keyboard-response","411","2.1.0","670802","reading","8","upper_bound_some","She replied","5","other","true","2","","","",""
"452","<p class=""segment-display"">that she had planted</p>"," ","html-keyboard-response","412","2.1.0","671255","reading","8","upper_bound_some","that she had planted","6","other","true","2","","","",""
"500","<p class=""segment-display"">some of the flowers.</p>"," ","html-keyboard-response","413","2.1.0","671755","reading","8","upper_bound_some","some of the flowers.","7","trigger","true","2","","","",""
"null","","null","html-keyboard-response","414","2.1.0","672756","sentence_break","8","","","","","","","","","",""
"348","<p class=""segment-display"">The others</p>"," ","html-keyboard-response","415","2.1.0","673105","reading","8","upper_bound_some","The others","9","target","true","2","","","",""
"541","<p class=""segment-display"">were still in pots</p>"," ","html-keyboard-response","416","2.1.0","673647","reading","8","upper_bound_some","were still in pots","10","post_target","true","2","","","",""
"490","<p class=""segment-display"">on the balcony.</p>"," ","html-keyboard-response","417","2.1.0","674137","reading","8","upper_bound_some","on the balcony.","11","other","true","2","","","",""
"690","<p class=""segment-display"">The dentist recommended</p>"," ","html-keyboard-response","418","2.1.0","674827","reading","f13","filler","The dentist recommended","0","other","false","2","","","",""
"509","<p class=""segment-display"">that James brush his teeth</p>"," ","html-keyboard-response","419","2.1.0","675337","reading","f13","filler","that James brush his teeth","1","other","false","2","","","",""
"513","<p class=""segment-display"">three times a day.</p>"," ","html-keyboard-response","420","2.1.0","675850","reading","f13","filler","three times a day.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","421","2.1.0","676853","sentence_break","f13","","","","","","","","","",""
"442","<p class=""segment-display"">James bought</p>"," ","html-keyboard-response","422","2.1.0","677296","reading","f13","filler","James bought","4","other","false","2","","","",""
"456","<p class=""segment-display"">a new electric toothbrush</p>"," ","html-keyboard-response","423","2.1.0","677752","reading","f13","filler","a new electric toothbrush","5","other","false","2","","","",""
"543","<p class=""segment-display"">and started following the advice.</p>"," ","html-keyboard-response","424","2.1.0","678296","reading","f13","filler","and started following the advice.","6","other","false","2","","","",""
"596","<p class=""segment-display"">The warden of the zoo</p>"," ","html-keyboard-response","425","2.1.0","678892","reading","4","lower_bound_some","The warden of the zoo","0","other","true","2","","","",""
"492","<p class=""segment-display"">asked the worker</p>"," ","html-keyboard-response","426","2.1.0","679385","reading","4","lower_bound_some","asked the worker","1","other","true","2","","","",""
"778","<p class=""segment-display"">what he had been doing the whole morning.</p>"," ","html-keyboard-response","427","2.1.0","680163","reading","4","lower_bound_some","what he had been doing the whole morning.","2","other","true","2","","","",""
"null","","null","html-keyboard-response","428","2.1.0","681165","sentence_break","4","","","","","","","","","",""
"389","<p class=""segment-display"">He replied that</p>"," ","html-keyboard-response","429","2.1.0","681554","reading","4","lower_bound_some","He replied that","4","other","true","2","","","",""
"451","<p class=""segment-display"">he had fed</p>"," ","html-keyboard-response","430","2.1.0","682005","reading","4","lower_bound_some","he had fed","5","other","true","2","","","",""
"435","<p class=""segment-display"">some of the lions.</p>"," ","html-keyboard-response","431","2.1.0","682441","reading","4","lower_bound_some","some of the lions.","6","trigger","true","2","","","",""
"null","","null","html-keyboard-response","432","2.1.0","683442","sentence_break","4","","","","","","","","","",""
"452","<p class=""segment-display"">The rest</p>"," ","html-keyboard-response","433","2.1.0","683894","reading","4","lower_bound_some","The rest","8","target","true","2","","","",""
"463","<p class=""segment-display"">were being examined by the vets</p>"," ","html-keyboard-response","434","2.1.0","684357","reading","4","lower_bound_some","were being examined by the vets","9","post_target","true","2","","","",""
"680","<p class=""segment-display"">and would be fed later.</p>"," ","html-keyboard-response","435","2.1.0","685038","reading","4","lower_bound_some","and would be fed later.","10","other","true","2","","","",""
"558","<p class=""segment-display"">Emily started her new job</p>"," ","html-keyboard-response","436","2.1.0","685597","reading","f7","filler","Emily started her new job","0","other","false","2","","","",""
"462","<p class=""segment-display"">at the marketing firm</p>"," ","html-keyboard-response","437","2.1.0","686059","reading","f7","filler","at the marketing firm","1","other","false","2","","","",""
"481","<p class=""segment-display"">on a Monday morning.</p>"," ","html-keyboard-response","438","2.1.0","686540","reading","f7","filler","on a Monday morning.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","439","2.1.0","687542","sentence_break","f7","","","","","","","","","",""
"355","<p class=""segment-display"">Her colleagues</p>"," ","html-keyboard-response","440","2.1.0","687897","reading","f7","filler","Her colleagues","4","other","false","2","","","",""
"473","<p class=""segment-display"">welcomed her warmly</p>"," ","html-keyboard-response","441","2.1.0","688371","reading","f7","filler","welcomed her warmly","5","other","false","2","","","",""
"511","<p class=""segment-display"">and showed her around the office.</p>"," ","html-keyboard-response","442","2.1.0","688882","reading","f7","filler","and showed her around the office.","6","other","false","2","","","",""
"696","<p class=""segment-display"">The children built</p>"," ","html-keyboard-response","443","2.1.0","689578","reading","f16","filler","The children built","0","other","false","2","","","",""
"608","<p class=""segment-display"">a snowman in the front yard</p>"," ","html-keyboard-response","444","2.1.0","690187","reading","f16","filler","a snowman in the front yard","1","other","false","2","","","",""
"651","<p class=""segment-display"">during the winter holidays.</p>"," ","html-keyboard-response","445","2.1.0","690838","reading","f16","filler","during the winter holidays.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","446","2.1.0","691840","sentence_break","f16","","","","","","","","","",""
"371","<p class=""segment-display"">They used a carrot</p>"," ","html-keyboard-response","447","2.1.0","692211","reading","f16","filler","They used a carrot","4","other","false","2","","","",""
"547","<p class=""segment-display"">for the nose</p>"," ","html-keyboard-response","448","2.1.0","692758","reading","f16","filler","for the nose","5","other","false","2","","","",""
"617","<p class=""segment-display"">and buttons for the eyes.</p>"," ","html-keyboard-response","449","2.1.0","693375","reading","f16","filler","and buttons for the eyes.","6","other","false","2","","","",""
"2216","
        <div class=""comprehension-question"">
          <p>Did the children use a carrot for the nose?</p>
          <p style=""font-size: 16px; color: #666;""><strong>F</strong> = Yes &nbsp;&nbsp;&nbsp; <strong>J</strong> = No</p>
        </div>
      ","f","html-keyboard-response","450","2.1.0","695592","comprehension","f16","","","","","","","yes","Did the children use a carrot for the nose?","yes","true"
"513","<p class=""segment-display"">The baker experimented</p>"," ","html-keyboard-response","451","2.1.0","696105","reading","f34","filler","The baker experimented","0","other","false","2","","","",""
"469","<p class=""segment-display"">with a new recipe</p>"," ","html-keyboard-response","452","2.1.0","696574","reading","f34","filler","with a new recipe","1","other","false","2","","","",""
"524","<p class=""segment-display"">for sourdough bread.</p>"," ","html-keyboard-response","453","2.1.0","697099","reading","f34","filler","for sourdough bread.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","454","2.1.0","698100","sentence_break","f34","","","","","","","","","",""
"352","<p class=""segment-display"">The first batch turned out</p>"," ","html-keyboard-response","455","2.1.0","698452","reading","f34","filler","The first batch turned out","4","other","false","2","","","",""
"515","<p class=""segment-display"">surprisingly well</p>"," ","html-keyboard-response","456","2.1.0","698967","reading","f34","filler","surprisingly well","5","other","false","2","","","",""
"537","<p class=""segment-display"">and sold out within the hour.</p>"," ","html-keyboard-response","457","2.1.0","699504","reading","f34","filler","and sold out within the hour.","6","other","false","2","","","",""
"1474","
        <div class=""comprehension-question"">
          <p>Did the sourdough bread sell quickly?</p>
          <p style=""font-size: 16px; color: #666;""><strong>F</strong> = Yes &nbsp;&nbsp;&nbsp; <strong>J</strong> = No</p>
        </div>
      ","f","html-keyboard-response","458","2.1.0","700979","comprehension","f34","","","","","","","yes","Did the sourdough bread sell quickly?","yes","true"
"927","<p class=""segment-display"">The landlord stopped by to check</p>"," ","html-keyboard-response","459","2.1.0","701907","reading","9","upper_bound_only_some","The landlord stopped by to check","0","other","true","2","","","",""
"587","<p class=""segment-display"">whether the repairman had fixed</p>"," ","html-keyboard-response","460","2.1.0","702494","reading","9","upper_bound_only_some","whether the repairman had fixed","1","other","true","2","","","",""
"486","<p class=""segment-display"">all the windows</p>"," ","html-keyboard-response","461","2.1.0","702980","reading","9","upper_bound_only_some","all the windows","2","other","true","2","","","",""
"608","<p class=""segment-display"">in the old building.</p>"," ","html-keyboard-response","462","2.1.0","703588","reading","9","upper_bound_only_some","in the old building.","3","other","true","2","","","",""
"null","","null","html-keyboard-response","463","2.1.0","704589","sentence_break","9","","","","","","","","","",""
"375","<p class=""segment-display"">The repairman said</p>"," ","html-keyboard-response","464","2.1.0","704964","reading","9","upper_bound_only_some","The repairman said","5","other","true","2","","","",""
"453","<p class=""segment-display"">that he had fixed</p>"," ","html-keyboard-response","465","2.1.0","705418","reading","9","upper_bound_only_some","that he had fixed","6","other","true","2","","","",""
"400","<p class=""segment-display"">only some of the windows.</p>"," ","html-keyboard-response","466","2.1.0","705819","reading","9","upper_bound_only_some","only some of the windows.","7","trigger","true","2","","","",""
"null","","null","html-keyboard-response","467","2.1.0","706820","sentence_break","9","","","","","","","","","",""
"369","<p class=""segment-display"">The rest</p>"," ","html-keyboard-response","468","2.1.0","707190","reading","9","upper_bound_only_some","The rest","9","target","true","2","","","",""
"466","<p class=""segment-display"">needed special parts</p>"," ","html-keyboard-response","469","2.1.0","707657","reading","9","upper_bound_only_some","needed special parts","10","post_target","true","2","","","",""
"509","<p class=""segment-display"">that had not arrived yet.</p>"," ","html-keyboard-response","470","2.1.0","708167","reading","9","upper_bound_only_some","that had not arrived yet.","11","other","true","2","","","",""
"725","<p class=""segment-display"">The architect presented</p>"," ","html-keyboard-response","471","2.1.0","708892","reading","f26","filler","The architect presented","0","other","false","2","","","",""
"556","<p class=""segment-display"">her design for the new library</p>"," ","html-keyboard-response","472","2.1.0","709448","reading","f26","filler","her design for the new library","1","other","false","2","","","",""
"662","<p class=""segment-display"">to the town council.</p>"," ","html-keyboard-response","473","2.1.0","710110","reading","f26","filler","to the town council.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","474","2.1.0","711112","sentence_break","f26","","","","","","","","","",""
"441","<p class=""segment-display"">The councillors were enthusiastic</p>"," ","html-keyboard-response","475","2.1.0","711553","reading","f26","filler","The councillors were enthusiastic","4","other","false","2","","","",""
"499","<p class=""segment-display"">and approved the project</p>"," ","html-keyboard-response","476","2.1.0","712053","reading","f26","filler","and approved the project","5","other","false","2","","","",""
"604","<p class=""segment-display"">without any objections.</p>"," ","html-keyboard-response","477","2.1.0","712658","reading","f26","filler","without any objections.","6","other","false","2","","","",""
"1678","
        <div class=""comprehension-question"">
          <p>Did the council approve the library project?</p>
          <p style=""font-size: 16px; color: #666;""><strong>F</strong> = Yes &nbsp;&nbsp;&nbsp; <strong>J</strong> = No</p>
        </div>
      ","f","html-keyboard-response","478","2.1.0","714336","comprehension","f26","","","","","","","yes","Did the council approve the library project?","yes","true"
"695","<p class=""segment-display"">The tailor measured</p>"," ","html-keyboard-response","479","2.1.0","715031","reading","f32","filler","The tailor measured","0","other","false","2","","","",""
"423","<p class=""segment-display"">the fabric carefully</p>"," ","html-keyboard-response","480","2.1.0","715454","reading","f32","filler","the fabric carefully","1","other","false","2","","","",""
"708","<p class=""segment-display"">before making the first cut.</p>"," ","html-keyboard-response","481","2.1.0","716163","reading","f32","filler","before making the first cut.","2","other","false","2","","","",""
"null","","null","html-keyboard-response","482","2.1.0","717165","sentence_break","f32","","","","","","","","","",""
"468","<p class=""segment-display"">He wanted to ensure</p>"," ","html-keyboard-response","483","2.1.0","717633","reading","f32","filler","He wanted to ensure","4","other","false","2","","","",""
"439","<p class=""segment-display"">that the suit</p>"," ","html-keyboard-response","484","2.1.0","718073","reading","f32","filler","that the suit","5","other","false","2","","","",""
"1384","<p class=""segment-display"">would fit the client perfectly.</p>"," ","html-keyboard-response","485","2.1.0","719457","reading","f32","filler","would fit the client perfectly.","6","other","false","2","","","",""
"937","<p class=""segment-display"">Sarah's boss wanted to make sure</p>"," ","html-keyboard-response","486","2.1.0","720395","reading","5","upper_bound_some","Sarah's boss wanted to make sure","0","other","true","2","","","",""
"478","<p class=""segment-display"">that she had invited</p>"," ","html-keyboard-response","487","2.1.0","720873","reading","5","upper_bound_some","that she had invited","1","other","true","2","","","",""
"507","<p class=""segment-display"">all her colleagues</p>"," ","html-keyboard-response","488","2.1.0","721380","reading","5","upper_bound_some","all her colleagues","2","other","true","2","","","",""
"521","<p class=""segment-display"">to the farewell party.</p>"," ","html-keyboard-response","489","2.1.0","721902","reading","5","upper_bound_some","to the farewell party.","3","other","true","2","","","",""
"null","","null","html-keyboard-response","490","2.1.0","722903","sentence_break","5","","","","","","","","","",""
"444","<p class=""segment-display"">Sarah mentioned</p>"," ","html-keyboard-response","491","2.1.0","723348","reading","5","upper_bound_some","Sarah mentioned","5","other","true","2","","","",""
"450","<p class=""segment-display"">that she had invited</p>"," ","html-keyboard-response","492","2.1.0","723798","reading","5","upper_bound_some","that she had invited","6","other","true","2","","","",""
"540","<p class=""segment-display"">some of her colleagues.</p>"," ","html-keyboard-response","493","2.1.0","724338","reading","5","upper_bound_some","some of her colleagues.","7","trigger","true","2","","","",""
"null","","null","html-keyboard-response","494","2.1.0","725340","sentence_break","5","","","","","","","","","",""
"539","<p class=""segment-display"">The others</p>"," ","html-keyboard-response","495","2.1.0","725879","reading","5","upper_bound_some","The others","9","target","true","2","","","",""
"431","<p class=""segment-display"">had already made plans</p>"," ","html-keyboard-response","496","2.1.0","726310","reading","5","upper_bound_some","had already made plans","10","post_target","true","2","","","",""
"563","<p class=""segment-display"">for the evening.</p>"," ","html-keyboard-response","497","2.1.0","726873","reading","5","upper_bound_some","for the evening.","11","other","true","2","","","",""
"3658","
      <div class=""instructions"">
        <h2>Experiment Complete</h2>
        <p>Thank you for your participation!</p>
        <p>You answered <strong>11</strong> out of <strong>14</strong> comprehension questions correctly (79%).</p>
        <p>Press <strong>Space</strong> to see your data.</p>
      </div>
    "," ","html-keyboard-response","498","2.1.0","730533","","","","","","","","","","","",""
